ID,ID2,BRAND,TITLE,CATEGORY,UPC,MSRP,COST
BKBA499,BCNKBS55,Botanicare,Botanicare KIND Base 55 gal (SO Only),Nutrients,757900510039,1605,802.5
BKBL432,BCNKBLMQT,Botanicare,Botanicare KIND Bloom qt,Nutrients,757900723507,16.95,9.35
BKBL450,BCNKBLMGAL,Botanicare,Botanicare KIND Bloom gal,Nutrients,757900723408,39.95,21.95
BKBL465,BCNKBLM25,Botanicare,Botanicare KIND Bloom 2.5 gal,Nutrients,757900723156,89.95,49.45
BKBL475,BCNKBLM5,Botanicare,Botanicare KIND Bloom 5 gal,Nutrients,757900723200,164.95,82.5
BKBL490,BCNKBLM15,Botanicare,Botanicare KIND Bloom 15 gal (SO Only),Nutrients,757900723101,456,228
BKBL499,BCNKBLM55,Botanicare,Botanicare KIND Bloom 55 gal (SO Only),Nutrients,757900723255,1605,802.5
BKGR432,BCNKGQT,Botanicare,Botanicare KIND Grow qt,Nutrients,757900319908,16.95,9.35
BKGR450,BCNKGGAL,Botanicare,Botanicare KIND Grow gal,Nutrients,757900319892,39.95,21.95
BKGR465,BCNKG25,Botanicare,Botanicare KIND Grow 2.5 gal,Nutrients,757900319847,89.95,49.45
BKGR475,BCNKG5,Botanicare,Botanicare KIND Grow 5 gal,Nutrients,757900319854,164.95,82.5
BKGR490,BCNKG15,Botanicare,Botanicare KIND Grow 15 gal (SO Only),Nutrients,757900319830,456,228
BKGR499,BCNKG55,Botanicare,Botanicare KIND Grow 55 gal (SO Only),Nutrients,757900319861,1605,802.5
BPC500,BLU8004,Bluelab,Bluelab pH Controller,Meters/Accessories,9421024920678,569,340
BPCC500,BLU8011,Bluelab,Bluelab pH Controller Connect,Meters/Accessories,9421024920685,629,375
BPCC510,BLU7002,Bluelab,Bluelab Probe Care Kit Conductivity,pH/EC/TDS,9421024920579,12,7.14
BPCP510,BLU7003,Bluelab,Bluelab Probe Care Kit pH,Calibration Sol'ns,9421024920623,16.5,9.9
BPH500,BLU2210,Bluelab,Bluelab pH Pen,pH/EC/TDS,9421024920234,112.5,67.5
BPKS503,BLU1008,Bluelab,Bluelab pH Probe KCl Storage Solution 100 mL,pH/EC/TDS,9421024920524,12,7.88
BPM500,BLU2320E,Bluelab,Bluelab pH Meter,pH/EC/TDS,9421024920050,210,126
BPPC510,BLU7001,Bluelab,Bluelab Probe Care Kit pH and Conductivity,pH/EC/TDS,9421024920562,23,14.3
BPPM500,BLU2221,Bluelab,Bluelab ppm Pen,pH/EC/TDS,9421024920227,94,56.3
BRI401,HOR00770,Earth Juice,Earth Juice BioRighteous 4 oz,Fertilizers,727644007706,7.5,4.878
BRI403,HOR00771,Earth Juice,Earth Juice BioRighteous 12 oz,Fertilizers,727644007713,16.875,10.971
BSP800,BLU2330E,Bluelab,Bluelab Soil pH Meter with Probe,pH/EC/TDS,9421024920098,240,143
BSP805,BLU24115,Bluelab,Bluelab Soil pH Replacement Probe,pH/EC/TDS,9421024920104,110,66
BSPH500,BLU2216,Bluelab,Bluelab Soil pH Pen,pH/EC/TDS,9421024920487,185,111.4
BTM500,BLU2000E,Bluelab,Bluelab Truncheon Nutrient Meter,pH/EC/TDS,9421024920012,140,84
BUP402,HNBUP405,Humboldt Nutrients,Humboldt Nutrients Big Up Powder 8 oz,Nutrients,837654478875,31,17.16
BUP403,HNBUP410,Humboldt Nutrients,Humboldt Nutrients Big Up Powder lb,Nutrients,837654478882,52,28.6
BUP410,HNBUP420,Humboldt Nutrients,Humboldt Nutrients Big Up Powder 5 lb,Nutrients,837654478899,208,114.4
BZ401,HOR00750,Earth Juice,Earth Juice BioZeus 4 oz,Fertilizers,727644007508,7.5,4.869
BZ403,HOR00751,Earth Juice,Earth Juice BioZeus 12 oz,Fertilizers,727644007515,16.875,10.962
CAM432,GH1772,General Hydroponics,General Hydroponics CALiMAGic qt,Nutrients,793094017725,16,8.91
CAM450,GH1773,General Hydroponics,General Hydroponics CALiMAGic gal,Nutrients,793094017732,40.5,22.28
CAM465,GH1774,General Hydroponics,General Hydroponics CALiMAGic 2.5 gal,Nutrients,793094017749,95,52.25
CAM486,GH1775,General Hydroponics,General Hydroponics CALiMAGic 6 gal,Nutrients,793094017756,216,108
CAM490,GH1777,General Hydroponics,General Hydroponics CALiMAGic 15 gal (SO Only),Nutrients,793094017770,538,269
CAM499,GH1778,General Hydroponics,General Hydroponics CALiMAGic 55 gal (SO Only),Nutrients,793094017787,1881,940.5
CB432,ETBURSTQ,Humboldt County's Own,Humboldt County's Own Crystal Burst qt,Nutrients,892753002192,30,14.53
CB450,ETBURSTG,Humboldt County's Own,Humboldt County's Own Crystal Burst gal,Nutrients,892753002208,72.07,43.63
CB465,ETBURST25,Humboldt County's Own,Humboldt County's Own Crystal Burst 2.5 gal,Nutrients,892753002215,143,86.53
CB475,ETBURST5GAL,Humboldt County's Own,Humboldt County's Own Crystal Burst 5 gal (SO Only),Nutrients,892753002567,258,143
CBA486,GH3285,General Hydroponics,General Hydroponics CocoTek Bloom A 6 gal,Nutrients,793094032858,150,75
CBB486,GH3295,General Hydroponics,General Hydroponics CocoTek Bloom B 6 gal,Nutrients,793094032957,150,75
CC401,FX14102,FoxFarm,FoxFarm Cha Ching 6 oz,Nutrients,752289501333,15,9.9
CC415,FX14031,FoxFarm,FoxFarm Cha Ching Pail 15 lb,Nutrients,752289501548,165,98.6
CCK300,HDCLONEKIT,Clonex,Clonex Clone Kit,Clone Gels/Solutions,659627001060,30,22
CCS365,HDCCS25,Clonex,Clonex Clone Solution 2.5 gal,Clone Gels/Solutions,659627009028,160,99
CCS375,HDCCS5GAL,Clonex,Clonex Clone Solution 5 gal,Clone Gels/Solutions,659627009035,300,171
CEB450,CES2303,Cutting Edge Solutions,Cutting Edge Solutions Bloom gal,Nutrients,817867010116,26,16.12
CEB465,CES2304,Cutting Edge Solutions,Cutting Edge Solutions Bloom 2.5 gal,Nutrients,817867010222,59,31.1
CEB486,CES2305,Cutting Edge Solutions,Cutting Edge Solutions Bloom 6 gal,Nutrients,817867010338,131,68.95
CEB490,CES3331,Cutting Edge Solutions,Cutting Edge Solutions Bloom 15 gal (SO Only),Nutrients,817867011137,315,165
CEB499,CES2307,Cutting Edge Solutions,Cutting Edge Solutions Bloom 55 gal (SO Only),Nutrients,817867010543,1016,564.3
CEBPS450,CES3316,Cutting Edge Solutions,Cutting Edge Solutions Bulletproof Si 5% gal,Nutrients,817867010765,70,38.5
CEBPS465,CES3340,Cutting Edge Solutions,Cutting Edge Solutions Bulletproof Si 5% 2.5 gal,Nutrients,817867010772,140,70
CEBPS486,CES3341,Cutting Edge Solutions,Cutting Edge Solutions Bulletproof Si 5% 6 gal,Nutrients,817867010789,280,140
CEG465,CES2204,Cutting Edge Solutions,Cutting Edge Solutions Grow 2.5 gal,Nutrients,817867010215,59,31.1
CEG486,CES2205,Cutting Edge Solutions,Cutting Edge Solutions Grow 6 gal,Nutrients,817867010321,131,68.95
CEG490,CES3330,Cutting Edge Solutions,Cutting Edge Solutions Grow 15 gal (SO Only),Nutrients,817867011243,315,165
CEG499,CES2207,Cutting Edge Solutions,Cutting Edge Solutions Grow 55 gal (SO Only),Nutrients,817867010536,1016,564.3
CEM450,CES2403,Cutting Edge Solutions,Cutting Edge Solutions Micro gal,Nutrients,817867010093,33,19.09
CEM465,CES2404,Cutting Edge Solutions,Cutting Edge Solutions Micro 2.5 gal,Nutrients,817867010208,70,36.9
CEM486,CES2405,Cutting Edge Solutions,Cutting Edge Solutions Micro 6 gal,Nutrients,817867010314,161,84.95
CEM490,CES3329,Cutting Edge Solutions,Cutting Edge Solutions Micro 15 gal (SO Only),Nutrients,817867011151,370,195
CEM499,CES2407,Cutting Edge Solutions,Cutting Edge Solutions Micro 55 gal (SO Only),Nutrients,817867010529,1203,668.25
CEMA432,CES2801,Cutting Edge Solutions,Cutting Edge Solutions Mag Amped qt,Nutrients,817867010055,29,17.6
CEMA465,CES2803,Cutting Edge Solutions,Cutting Edge Solutions Mag Amped 2.5 gal,Nutrients,817867010253,175,96
CEMA486,CES2804,Cutting Edge Solutions,Cutting Edge Solutions Mag Amped 6 gal,Nutrients,817867010369,350,192
CEMA499,CES2806,Cutting Edge Solutions,Cutting Edge Solutions Mag Amped 55 gal (SO Only),Nutrients,817867010574,2475,1375
CEP432,CES2502,Cutting Edge Solutions,Cutting Edge Solutions Plant Amp qt,Nutrients,817867010031,29,17.6
CEP450,CES2503,Cutting Edge Solutions,Cutting Edge Solutions Plant Amp gal,Nutrients,817867010123,87,52.8
CEP465,CES2504,Cutting Edge Solutions,Cutting Edge Solutions Plant Amp 2.5 gal,Nutrients,817867010239,175,96
CEP486,CES2505,Cutting Edge Solutions,Cutting Edge Solutions Plant Amp 6 gal,Nutrients,817867010345,350,192
CEP499,CES2507,Cutting Edge Solutions,Cutting Edge Solutions Plant Amp 55 gal (SO Only),Nutrients,817867010550,2475,1375
CES432,CES2901,Cutting Edge Solutions,Cutting Edge Solutions Sugaree qt,Nutrients,817867010062,20,11
CES450,CES2902,Cutting Edge Solutions,Cutting Edge Solutions Sugaree  gal,Nutrients,817867010154,60,33
CES465,CES2903,Cutting Edge Solutions,Cutting Edge Solutions Sugaree 2.5 gal,Nutrients,817867010260,120,63
CES486,CES2904,Cutting Edge Solutions,Cutting Edge Solutions Sugaree 6 gal,Nutrients,817867010383,270,150
CESD432,CES3301,Cutting Edge Solutions,Cutting Edge Solutions Sour-Dee qt,Nutrients,817867010079,20,11
CESD450,CES3302,Cutting Edge Solutions,Cutting Edge Solutions Sour-Dee gal,Nutrients,817867010161,60,33
CESD465,CES3303,Cutting Edge Solutions,Cutting Edge Solutions Sour-Dee 2.5 gal,Nutrients,817867010277,120,63
CESD486,CES3304,Cutting Edge Solutions,Cutting Edge Solutions Sour-Dee 6 gal,Nutrients,817867010376,270,150
CESGG465,CES3320,Cutting Edge Solutions,Cutting Edge Solutions Sonoma Gold Grow 2.5 gal,Nutrients,817867010284,63.75,38.88
CEU432,CES2602,Cutting Edge Solutions,Cutting Edge Solutions Uncle John's Blend qt,Nutrients,817867010048,29,17.6
CEU450,CES2603,Cutting Edge Solutions,Cutting Edge Solutions Uncle John's Blend gal,Nutrients,817867010130,87,52.8
CEU465,CES2604,Cutting Edge Solutions,Cutting Edge Solutions Uncle John's Blend 2.5 gal,Nutrients,817867010246,175,96
CEU486,CES2605,Cutting Edge Solutions,Cutting Edge Solutions Uncle John's Blend 6 gal,Nutrients,817867010352,350,192
CEU499,CES2607,Cutting Edge Solutions,Cutting Edge Solutions Uncle John's Blend 55 gal (SO Only),Nutrients,817867010567,2475,1375
CFAS604,CF340100,Can-Fan,Can-Fan S Series 400 125 cfm,Ventilation,840470001974,131,78.65
CFAS606,CF340110,Can-Fan,Can-Fan S Series 600 275 cfm,Ventilation,840470001981,147,87.98
CFAS608,CF340120,Can-Fan,Can-Fan S Series 800 500 cfm,Ventilation,840470001998,164,98.64
CFI6033,CF358621,Can-Filter,Can-Filters Can 33 without Flange 200 cfm,Air Purification,840470000113,142.13,85.31
CFI6050,CF358720,Can-Filter,Can-Filters Can 50 without Flange 420 cfm,Air Purification,840470000090,226.52,135.97
CFI6066,CF358616,Can-Filter,Can-Filters Can 66 without Flange 412 cfm,Air Purification,840470000106,193.21,115.97
CFI6075,CF358715,Can-Filter,Can-Filters Can 75 without Flange 600 cfm,Air Purification,840470000083,286.48,171.96
CFI6100,CF358710,Can-Filter,Can-Filters Can 100 without Flange 840 cfm,Air Purification,840470000076,330.9,198.62
CFI6125,CF358705,Can-Filter,Can-Filters Can 125 without Flange 1020 cfm,Air Purification,840470000069,375.31,225.28
CFI6150,CF358700,Can-Filter,Can-Filters Can 150 without Flange 1260 cfm,Air Purification,840470000052,433.05,259.94
CFIF604,CF504111,Can-Filter,Can-Filter 33/66 Flange 4in ,Air Purification,840470000991,13.47,8.66
CFIF606,CF504112,Can-Filter,Can-Filter 33/66/50 Flange 6in ,Air Purification,840470001028,13.47,8.66
CFIF608,CF504115,Can-Filter,Can-Filter 66/50/75/100 Flange 8in ,Air Purification,840470001035,14.51,9.33
CFIF610,CF504116,Can-Filter,Can-Filter 100/125/150 Flange 10in ,Air Purification,840470001042,15.55,10
CFIF612,CF504118,Can-Filter,Can-Filter 125/150 Flange 12in ,Air Purification,840470001059,19.69,12.66
CFIP6033,CF1102020,Can-Filter,Can-Filter 33 Pre-Filter 200 cfm,Air Purification,840470000861,8.29,5.33
CFIP6050,CF1102030,Can-Filter,Can-Filter 50 Pre-Filter 420 cfm,Air Purification,840470000847,11.4,7.33
CFIP6066,CF1102022,Can-Filter,Can-Filter 66 Pre-Filter 412 cfm,Air Purification,840470000854,11.4,7.33
CFIP6075,CF1102032,Can-Filter,Can-Filter 75 Pre-Filter 600 cfm,Air Purification,840470000830,12.44,8
CFIP6100,CF1102034,Can-Filter,Can-Filter 100 Pre-Filter 840 cfm,Air Purification,840470000823,14.51,9.33
CFIP6125,CF1102036,Can-Filter,Can-Filter 125 Pre-Filter 1020 cfm,Air Purification,840470000816,19.69,12.66
CFIP6150,CF1102038,Can-Filter,Can-Filter 150 Pre-Filter 1260 cfm,Air Purification,840470000809,21.76,14
CFIP6250,CF1102055,Can-Filter,Max-Filter Max 2500 Pre-Filter for CFI6250 1250 cfm,Air Purification,840470000724,23.84,13.797
CGA486,GH3265,General Hydroponics,General Hydroponics CocoTek Grow A 6 gal,Nutrients,793094032650,150,75
CGB486,GH3275,General Hydroponics,General Hydroponics CocoTek Grow B 6 gal,Nutrients,793094032759,150,75
CGL315D,BCGSPMCF,Botanicare,Botanicare Cocogro 1.75 cu ft Loose,Coco,757900510503,21.5,13.35
CLE432,BCCSLSQT,Botanicare,Botanicare Clearex qt,Nutrients,757900230326,13.5,7.32
CLE450,BCCSLSGAL,Botanicare,Botanicare Clearex gal,Nutrients,757900231286,33,18.15
CLE465,BCCSLSD2.5,Botanicare,Botanicare Clearex 2.5 gal,Nutrients,757900233204,71.5,39.22
CLE475,BCCSLS5,Botanicare,Botanicare Clearex 5 gal,Nutrients,757900236403,134,66.75
CLE490,BCCSLS15,Botanicare,Botanicare Clearex 15 gal (SO Only),Nutrients,757900310004,394,196.75
CLE499,BCCSLS55,Botanicare,Botanicare Clearex 55 gal (SO Only),Nutrients,757900238001,1335,667.5
CLFIP604,CF1102279,Can-Lite,Can-Lite Pre-Filter for CLFI604 4in 250 cfm,Air Purification,840470000359,8.29,5.33
CLFIP606,CF1102280,Can-Lite,Can-Lite Pre-Filter for CLFI606 6in 600 cfm,Air Purification,840470000458,11.4,7.33
CLFIP608,CF1102281,Can-Lite,Can-Lite Pre-Filter for CLFI608 8in 1000 cfm,Air Purification,840470000465,14.51,9.33
CLFIP610,CF1102282,Can-Lite,Can-Lite Pre-Filter for CLFI610 10in 1500 cfm,Air Purification,840470000472,19.69,12.66
CLFIP612,CF1102283,Can-Lite,Can-Lite Pre-Filter for CLFI612 12in 1800 cfm,Air Purification,840470000489,21.76,14
CLFIP614,CF1102284,Can-Lite,Can-Lite Pre-Filter for CLFI614 14in 2200 cfm,Air Purification,840470000496,23.84,15.33
CLMF606,CF358589E,Can-Lite,Can-Lite Mini Filter 6in 420 cfm,Air Purification,840470000366,142,85.31
CLMF608,CF358591,Can-Lite,Can-Lite Mini Filter 8in 800 cfm,Air Purification,840470000373,193,115.97
CLO300,HDCLOPK,Clonex,Clonex Rooting Gel Sachet 15 mL,Clone Gels/Solutions,659627002043,6,3.96
CLO316,HDCLOPT,Clonex,Clonex Rooting Gel pt,Clone Gels/Solutions,659627001039,91,52.8
CLPM920D,FX14100,Bush Doctor,Bush Doctor Coco Loco Potting Mix 2 cu ft,Soil,752289591020,20.95,9.9
CM303,HDCLOMIST100,Clonex,Clonex Mist 100 mL,Clone Gels/Solutions,5025644913894,11,7.15
CM310,HDCLOMIST300,Clonex,Clonex Mist 300 mL,Clone Gels/Solutions,5025644914655,25.95,16.5
CM433,GTCLMXQT,Grotek,Grotek Cal-Max L,Nutrients,670829815132,13.96,8.54
CM451,GTCLMXGAL,Grotek,Grotek Cal-Max 4 L,Nutrients,670829815125,45.33,27.7
CMP432,BCCMQT,Botanicare,Botanicare Cal-Mag Plus qt,Nutrients,757900240325,19.5,10.73
CMP450,BCCMGAL,Botanicare,Botanicare Cal-Mag Plus gal,Nutrients,757900241285,48.5,26.68
CMP465,BCCM2.5,Botanicare,Botanicare Cal-Mag Plus 2.5 gal,Nutrients,757900243203,106,58.3
CMP475,BCCM5,Botanicare,Botanicare Cal-Mag Plus 5 gal,Nutrients,757900246402,199,99.5
CMP490,BCCM15,Botanicare,Botanicare Cal-Mag Plus 15 gal (SO Only),Nutrients,757900706104,587,293.5
CMP499,BCCM55,Botanicare,Botanicare Cal-Mag Plus 55 gal (SO Only),Nutrients,757900248000,1961,980.5
CNR408,BCNCNSR8,Botanicare,Botanicare CNS17 Ripe 8 oz,Nutrients,757900721145,5,2.75
CNR432,BCNCNSRQT,Botanicare,Botanicare CNS17 Ripe qt,Nutrients,757900721169,11,6.05
CNR450,BCNCNSRGAL,Botanicare,Botanicare CNS17 Ripe gal,Nutrients,757900721176,27.5,15.13
CNR465,BCNCNSR2.5,Botanicare,Botanicare CNS17 Ripe 2.5 gal,Nutrients,757900721183,58.5,32.18
CNR490,BCNCNSR15,Botanicare,Botanicare CNS17 Ripe 15 gal (SO Only),Nutrients,757900732240,305,152.5
CNR499,BCNCNSR55,Botanicare,Botanicare CNS17 Ripe 55 gal (SO Only),Nutrients,757900320027,1073,536.25
CNSB408,BCCNS17B8,Botanicare,Botanicare CNS17 Bloom 8 oz,Nutrients,757900020002,5,2.75
CNSB432,BCCNS17BQT,Botanicare,Botanicare CNS17 Bloom qt,Nutrients,757900040161,11,6.05
CNSB450,BCCNS17BGAL,Botanicare,Botanicare CNS17 Bloom gal,Nutrients,757900040000,27.5,15.13
CNSB465,BCCNS17B25,Botanicare,Botanicare CNS17 Bloom 2.5 gal,Nutrients,757900000875,58.5,32.18
CNSB475,BCCNS17B5,Botanicare,Botanicare CNS17 Bloom 5 gal,Nutrients,757900000882,109,54.5
CNSB490,BCCNS17B15,Botanicare,Botanicare CNS17 Bloom 15 gal (SO Only),Nutrients,757900000868,305,152.5
CNSG408,BCCNS17G8,Botanicare,Botanicare CNS17 Grow 8 oz,Nutrients,757900060169,5,2.75
CNSG432,BCCNS17GQT,Botanicare,Botanicare CNS17 Grow qt,Nutrients,757900068103,11,6.05
CNSG450,BCCNS17GGAL,Botanicare,Botanicare CNS17 Grow gal,Nutrients,757900067106,27.5,15.13
CNSG465,BCCNS17G25,Botanicare,Botanicare CNS17 Grow 2.5 gal,Nutrients,757900050160,58.5,32.18
CNSG475,BCCNS17G5,Botanicare,Botanicare CNS17 Grow 5 gal,Nutrients,757900051112,109,54.5
CNSG490,BCCNS17G15,Botanicare,Botanicare CNS17 Grow 15 gal (SO Only),Nutrients,757900049997,305,152.5
CNSG499,BCCNS17B55,Botanicare,Botanicare CNS17 Grow 55 gal (SO Only),Nutrients,757900000899,1073,536.25
CS400,RC12120,Smart Pot,Smart Pot Compost Sak,Pots/Containers,674344121204,40,26.37
DBM724,FX14018,FoxFarm,FoxFarm Don't Bug Me 24 oz,Insect Control,752289790508,14.5,9.61
DD703,DDTRF3OZ,Doktor Doom,Doktor Doom Total Release Fogger 3 oz,Insect Control,628683449093,10,6.01
DD706,DDTRF5.5OZ,Doktor Doom,Doktor Doom Total Release Fogger 5.5 oz,Insect Control,628683446061,14,7.55
DD712,DDTRF12.5OZ,Doktor Doom,Doktor Doom Total Release Fogger 12.5 oz,Insect Control,628683447075,20,11.23
DDAP244,GH2716,General Hydroponics,General Hydroponics Dual Diaphragm Air Pump 340 gph,O2 Pumps/Accessories,793094027168,84.5,55.66
DDSK716,DDSMK16OZ,Doktor Doom,Doktor Doom Spider Mite Knockout pt,Insect Control,628683115059,15,8.27
DEB432,ETDBQT,Humboldt County's Own,Deep Breath qt,Nutrients,892753002659,50,33
DEB450,ETDBGAL,Humboldt County's Own,Deep Breath gal,Nutrients,892753002642,134,88
DN432,GH1352,General Hydroponics,General Hydroponics Diamond Nectar qt,Nutrients,793094013529,17.5,9.48
DN450,GH1353,General Hydroponics,General Hydroponics Diamond Nectar gal,Nutrients,793094013536,46,25.3
DN465,GH1354,General Hydroponics,General Hydroponics Diamond Nectar 2.5 gal,Nutrients,793094013543,92,50.6
DN486,GH1355,General Hydroponics,General Hydroponics Diamond Nectar 6 gal,Nutrients,793094013550,184,92
DN490,GH1356,General Hydroponics,General Hydroponics Diamond Nectar 15 gal (SO Only),Nutrients,793094013567,460,230
DN499,GH1358,General Hydroponics,General Hydroponics Diamond Nectar 55 gal (SO Only),Nutrients,793094013581,1687,843.33
DNG302,DG00201,Dip'N Grow,Dip'N Grow 2 oz,Clone Gels/Solutions,810455002012,10.5,6.89
DNG316,DG01601,Dip'N Grow,Dip'N Grow pt,Clone Gels/Solutions,810455006010,55.5,36.58
DS604,DS4,Dust Shroom,Dust Shroom 4in ,Air Purification,851581003009,109,55
DS606,DS6,Dust Shroom,Dust Shroom 6in ,Air Purification,851581003016,119,60
DS608,DS8,Dust Shroom,Dust Shroom 8in ,Air Purification,851581003023,129,65
DS610,DS10,Dust Shroom,Dust Shroom 10in ,Air Purification,851581003030,219,110
DS612,DS12,Dust Shroom,Dust Shroom 12in ,Air Purification,851581003047,239,120
ECC204,EZREZ4,EZ-CLONE,EZ-CLONE Clear Rez 4 oz,Water Conditioners,953229001047,7,4.2
ECC208,EZREZ8,EZ-CLONE,EZ-CLONE Clear Rez 8 oz,Water Conditioners,953229001054,12,7.23
ECC216,EZREZ16,EZ-CLONE,EZ-CLONE Clear Rez pt,Water Conditioners,953229001030,20,12.07
ECC232,EZREZ32,EZ-CLONE,EZ-CLONE Clear Rez qt,Clone Gels/Solutions,953229001016,35,21.14
ECC250,EZREZGAL,EZ-CLONE,EZ-CLONE Clear Rez 128 oz,Clone Gels/Solutions,953229001023,100,60.47
ECO206,GH4920,General Hydroponics,General Hydroponics EcoGrower 6 Site,Hydroponic Systems,793094049207,234,140.25
EFF450,HDFOSGAL,Europonic,Europonic FossilFuel gal,Nutrients,659627008014,50,29.15
EFF465,HDFOS2.5,Europonic,Europonic FossilFuel 2.5 gal,Nutrients,659627008021,115,69.3
EFF475,HDFOS5,Europonic,Europonic FossilFuel 5 gal,Nutrients,659627008038,180,100
EG432,ETG10QT,Humboldt County's Own,Humboldt County's Own G10 qt,Nutrients,892753002628,58.5,38.5
EG450,ETG10GAL,Humboldt County's Own,Humboldt County's Own G10 gal,Nutrients,892753002611,166,110
EHC600,EX50001,Exhale,ExHale Homegrown CO2,CO2 Generators,793573065933,33,18.5
EHC620,EX50003,Exhale,ExHale 365 CO2,CO2 Generators,639302577226,34.95,22.65
EJB465,HOJ00401,Earth Juice,Earth Juice Bloom 2.5 gal,Nutrients,727644510237,51.33,41.23
EJG416,HOJ03101,Earth Juice,Earth Juice Grow pt,Nutrients,727644510701,6.8175,4.932
ELPW2128,EZCL128LP,EZ-CLONE,EZ-CLONE Low Pro White 128 Site,Clone Machines,953229001788,459.95,282.87
ERC301,EZGEL-1,EZ-CLONE,EZ-CLONE Rooting Compound oz,Clone Gels/Solutions,9532290010090,7,4.2
ERC302,EZGEL-2,EZ-CLONE,EZ-CLONE Rooting Compound 2 oz,Clone Gels/Solutions,953229001085,12.5,7.14
ERC304,EZGEL-4,EZ-CLONE,EZ-CLONE Rooting Compound 4 oz,Clone Gels/Solutions,9532290010076,22,13.28
ERC308,EZGEL-8,EZ-CLONE,EZ-CLONE Rooting Compound 8 oz,Clone Gels/Solutions,9532290010069,40,24.17
ES432,HDSILQT,Europonic,Europonic Silicate qt,Nutrients,659627015005,16,8.64
ES450,HDSILGAL,Europonic,Europonic Silicate gal,Nutrients,659627015012,40,21.84
EVO216,HL22043,HydroLogic,HydroLogic Evolution KDF85 Carbon Pre-Filter,Water Filtration,812111011376,54,33.5
EVO220,HL22045,HydroLogic,HydroLogic Evolution Membrane Element (Two required),Water Filtration,812111011451,185,114.75
EVO230,HL29014,HydroLogic,HydroLogic Evolution RO1000 Pressure Booster Pump,Water Filtration,812111012038,880,599
EZCB2009,EZCL9BL,EZ-CLONE,EZ-CLONE Black 9 Site,Clone Machines,953229001832,119.95,73.77
EZCC2016,EZCL16,EZ-CLONE,EZ-CLONE Classic 16 Site,Clone Machines,953229001214,160,98.37
EZCC2032,EZCL32,EZ-CLONE,EZ-CLONE Classic 32 Site,Clone Machines,953229001221,250,153.72
EZCC2034,EZWP750,EZ-CLONE,EZ-CLONE Classic 32/64 Pump,Clone Machines,953229001436,70,43.02
EZCC2064,EZCL64,EZ-CLONE,EZ-CLONE Classic 64 Site,Clone Machines,953229001238,239.9625,177.093
EZCW2009,EZCL9WH,EZ-CLONE,EZ-CLONE White 9 Site,Clone Machines,953229001825,129.95,79.92
FB416,GH1431,General Hydroponics,General Hydroponics FloraBloom pt,Nutrients,793094014311,10,5.38
FB432,GH1432,General Hydroponics,General Hydroponics FloraBloom qt,Nutrients,793094014328,12.5,6.88
FB450,GH1433,General Hydroponics,General Hydroponics FloraBloom gal,Nutrients,793094014335,32,17.53
FB465,GH1434,General Hydroponics,General Hydroponics FloraBloom 2.5 gal,Nutrients,793094014342,69.5,38.17
FB486,GH1437,General Hydroponics,General Hydroponics FloraBloom 6 gal,Nutrients,793094014373,140,70
FB490,GH1436,General Hydroponics,General Hydroponics FloraBloom 15 gal,Nutrients,793094014366,350,175
FBCP904D,FX14044,FoxFarm,FoxFarm Big & Chunky Perlite 4 cu ft (SO Only),Amendments,752289411045,51.54,36.18
FBL432,GH1592,General Hydroponics,General Hydroponics FloraBlend qt,Nutrients,793094015929,12,6.6
FBL450,GH1593,General Hydroponics,General Hydroponics FloraBlend gal,Nutrients,793094015936,30,15.4
FBL465,GH1594,General Hydroponics,General Hydroponics FloraBlend 2.5 gal,Nutrients,793094015943,70,36.3
FBL486,GH1597,General Hydroponics,General Hydroponics FloraBlend 6 gal,Nutrients,793094015974,144,70
FBL490,GH1596,General Hydroponics,General Hydroponics FloraBlend 15 gal (SO Only),Nutrients,793094015967,360,180
FBL499,GH1598,General Hydroponics,General Hydroponics FloraBlend 55 gal (SO Only),Nutrients,793094015981,1320,660
FDA416,GH1671,General Hydroponics,General Hydroponics FloraDuo A pt,Nutrients,793094016711,10.5,5.78
FDA432,GH1672,General Hydroponics,General Hydroponics FloraDuo A qt,Nutrients,793094016728,15,8.25
FDA450,GH1673,General Hydroponics,General Hydroponics FloraDuo A gal,Nutrients,793094016735,34,18.7
FDA465,GH1674,General Hydroponics,General Hydroponics FloraDuo A 2.5 gal,Nutrients,793094016742,75,41.25
FDA486,GH1675,General Hydroponics,General Hydroponics FloraDuo A 6 gal,Nutrients,793094016759,150,75
FDA490,GH1676,General Hydroponics,General Hydroponics FloraDuo A 15 gal (SO Only),Nutrients,793094016766,375,187.5
FDB416,GH1681,General Hydroponics,General Hydroponics FloraDuo B pt,Nutrients,793094016810,10.5,5.78
FDB432,GH1682,General Hydroponics,General Hydroponics FloraDuo B qt,Nutrients,793094016827,15,8.25
FDB450,GH1683,General Hydroponics,General Hydroponics FloraDuo B gal,Nutrients,793094016834,34,18.7
FDB465,GH1684,General Hydroponics,General Hydroponics FloraDuo B 2.5 gal,Nutrients,793094016841,75,41.25
FDB486,GH1685,General Hydroponics,General Hydroponics FloraDuo B 6 gal,Nutrients,793094016858,150,75
FDB490,GH1686,General Hydroponics,General Hydroponics FloraDuo B 15 gal (SO Only),Nutrients,793094016865,375,187.5
FDB499,GH1688,General Hydroponics,General Hydroponics FloraDuo B 55 gal (SO Only),Nutrients,793094016889,1375,687.5
